TimeStamp, Channel, Quality, Alpha, Low_beta, High_beta, Gamma, Theta
09.00.33.422, IED_F4, 4, 0.989414, 1.186758, 0.784524, 0.384896, 2.296962 
09.00.33.423, IED_F8, 4, 1.803698, 1.607067, 1.040787, 0.778155, 2.713278 
09.00.33.424, IED_AF4, 4, 1.812692, 1.445962, 0.819377, 0.398185, 2.834434 
09.00.34.424, IED_AF3, 4, 14.301675, 10.190282, 4.235410, 2.643877, 12.125661 
09.00.34.424, IED_F7, 4, 1.022400, 0.460926, 0.494169, 0.394148, 1.436628 
09.00.34.425, IED_F3, 4, 0.385880, 0.205680, 0.227348, 0.148387, 0.816019 
09.00.34.426, IED_FC5, 4, 0.850770, 0.732383, 0.894645, 0.568615, 3.244955 
09.00.34.426, IED_T7, 4, 0.170332, 0.365940, 0.435690, 0.455628, 0.966261 
09.00.34.427, IED_P7, 4, 0.350225, 0.309576, 0.387532, 0.432163, 0.964805 
09.00.34.427, IED_Pz, 4, 0.551942, 0.748113, 0.332266, 0.785155, 1.147682 
09.00.34.427, IED_O1, 4, 0.551942, 0.748113, 0.332266, 0.785155, 1.147682 
09.00.34.429, IED_O2, 4, 0.507059, 1.662268, 1.093564, 2.030141, 1.073548 
09.00.34.429, IED_P8, 4, 1.005234, 1.248248, 0.694725, 1.276272, 1.726876 
09.00.34.429, IED_T8, 4, 0.751563, 1.064834, 0.497453, 0.960137, 1.267378 
09.00.34.430, IED_FC6, 4, 1.260663, 0.648405, 0.891015, 0.667768, 1.471534 
09.00.34.431, IED_F4, 4, 1.516349, 0.597441, 0.507702, 0.317688, 1.454806 
09.00.34.431, IED_F8, 4, 2.319629, 0.840344, 0.932743, 0.595399, 4.604797 
09.00.34.432, IED_AF4, 4, 1.601416, 0.587694, 0.623276, 0.342934, 2.104327 
09.00.35.433, IED_AF3, 4, 6.282075, 4.433952, 4.159756, 1.255913, 18.331350 
09.00.35.433, IED_F7, 4, 1.778110, 1.259987, 0.635397, 0.689546, 24.643684 
09.00.35.434, IED_F3, 4, 0.583988, 0.441941, 0.244651, 0.324383, 2.850806 
09.00.35.434, IED_FC5, 4, 1.359926, 0.932933, 0.856646, 0.634396, 10.230332 
09.00.35.435, IED_T7, 4, 0.346638, 0.388414, 0.461904, 0.563728, 2.078884 
09.00.35.436, IED_P7, 4, 0.464196, 0.259654, 0.471106, 0.313815, 2.313851 
09.00.35.436, IED_Pz, 4, 0.967818, 0.989255, 0.454558, 0.639984, 1.750832 
09.00.35.436, IED_O1, 4, 0.967818, 0.989255, 0.454558, 0.639984, 1.750832 
09.00.35.437, IED_O2, 4, 1.853180, 2.244340, 1.706623, 2.309443, 2.130763 
09.00.35.437, IED_P8, 4, 1.346265, 3.019215, 1.082981, 1.331772, 2.008395 
09.00.35.437, IED_T8, 4, 0.960049, 1.675833, 1.049354, 0.937966, 1.001208 
09.00.35.438, IED_FC6, 4, 1.349255, 1.825464, 1.177577, 1.153267, 7.632004 
09.00.35.438, IED_F4, 4, 1.441760, 1.092092, 0.368305, 0.564322, 4.692006 
09.00.35.439, IED_F8, 4, 2.917732, 1.624242, 0.710287, 0.812702, 29.868889 
09.00.35.439, IED_AF4, 4, 1.787505, 1.827079, 0.649860, 0.605543, 24.216646 
09.00.36.439, IED_AF3, 4, 2.938845, 4.464310, 4.362410, 1.557372, 8.249013 
09.00.36.439, IED_F7, 4, 0.981246, 1.207144, 0.516928, 0.932847, 7.942427 
09.00.36.440, IED_F3, 4, 0.509727, 0.612074, 0.269070, 0.379953, 1.094923 
09.00.36.441, IED_FC5, 4, 41.427565, 14.705136, 6.617586, 3.180213, 64.628010 
09.00.36.441, IED_T7, 4, 0.592873, 0.516402, 0.385619, 0.816088, 1.903378 
09.00.36.442, IED_P7, 4, 0.378300, 0.194842, 0.245852, 0.742762, 1.484468 
09.00.36.442, IED_Pz, 4, 0.626215, 0.566585, 0.738391, 0.941346, 1.269303 
09.00.36.443, IED_O1, 4, 0.626215, 0.566585, 0.738391, 0.941346, 1.269303 
09.00.36.443, IED_O2, 4, 6.351108, 3.366606, 2.067750, 3.984085, 2.457116 
09.00.36.444, IED_P8, 4, 2.207232, 2.998735, 1.654896, 2.090066, 2.075928 
09.00.36.445, IED_T8, 4, 1.236559, 1.774823, 1.295765, 1.520214, 1.384937 
09.00.36.446, IED_FC6, 4, 1.320699, 1.237642, 1.317071, 1.685177, 3.810282 
09.00.36.446, IED_F4, 4, 0.892593, 1.259819, 0.559771, 0.789552, 2.096945 
09.00.36.447, IED_F8, 4, 1.650187, 1.720914, 0.857237, 1.275596, 11.864185 
09.00.36.448, IED_AF4, 4, 1.201769, 1.156868, 0.603253, 1.040738, 8.578679 
09.00.37.448, IED_AF3, 4, 15.972227, 6.230605, 4.922186, 2.723519, 32.278916 
09.00.37.449, IED_F7, 4, 0.797823, 0.624116, 0.415494, 0.365068, 0.666546 
09.00.37.449, IED_F3, 4, 0.480976, 0.405661, 0.234415, 0.225089, 0.385834 
09.00.37.450, IED_FC5, 4, 0.823056, 0.752422, 0.476637, 0.423210, 1.576862 
09.00.37.450, IED_T7, 4, 0.834419, 0.595692, 0.351087, 0.447366, 0.544049 
09.00.37.451, IED_P7, 4, 0.773916, 0.424941, 0.263880, 0.365943, 0.417977 
09.00.37.451, IED_Pz, 4, 0.860926, 0.689793, 0.537644, 0.443860, 0.701084 
09.00.37.452, IED_O1, 4, 0.860926, 0.689793, 0.537644, 0.443860, 0.701084 
09.00.37.453, IED_O2, 4, 1.249893, 2.470132, 1.467115, 3.407659, 0.782730 
09.00.37.453, IED_P8, 4, 1.887737, 1.557957, 0.906612, 1.754473, 0.799629 
09.00.37.454, IED_T8, 4, 1.130438, 1.460969, 0.771276, 1.090252, 0.583782 
09.00.37.454, IED_FC6, 4, 1.223536, 1.210795, 0.529650, 1.042510, 0.829248 
09.00.37.455, IED_F4, 4, 0.926998, 0.858127, 0.346920, 0.405808, 0.523244 
09.00.37.455, IED_F8, 4, 2.003130, 2.436256, 0.587774, 0.880062, 1.215387 
09.00.37.456, IED_AF4, 4, 1.145315, 1.394866, 0.505456, 0.457704, 1.080585 
09.00.38.458, IED_AF3, 4, 6.898227, 5.945327, 3.066899, 1.100218, 15.454905 
09.00.38.459, IED_F7, 4, 2.058792, 0.851972, 0.758723, 0.442113, 2.857951 
09.00.38.459, IED_F3, 4, 0.655933, 0.270901, 0.242526, 0.176723, 0.967594 
09.00.38.460, IED_FC5, 4, 1.619622, 0.828280, 0.863525, 0.462312, 1.679661 
09.00.38.461, IED_T7, 4, 0.958858, 0.387922, 0.485000, 0.404273, 0.812853 
09.00.38.461, IED_P7, 4, 0.687316, 0.210926, 0.268149, 0.273027, 0.600225 
09.00.38.462, IED_Pz, 4, 0.685326, 0.222586, 0.417049, 0.512022, 0.577317 
09.00.38.463, IED_O1, 4, 0.685326, 0.222586, 0.417049, 0.512022, 0.577317 
09.00.38.463, IED_O2, 4, 1.099155, 2.101845, 1.074521, 2.503751, 0.812443 
09.00.38.463, IED_P8, 4, 1.430513, 0.969555, 0.931316, 1.735413, 1.585529 
09.00.38.464, IED_T8, 4, 1.807646, 0.944179, 1.049439, 0.732649, 1.831012 
09.00.38.465, IED_FC6, 4, 2.422124, 1.428346, 1.865420, 0.894943, 1.647493 
09.00.38.466, IED_F4, 4, 1.802980, 1.018430, 0.571084, 0.463043, 2.522032 
09.00.38.466, IED_F8, 4, 3.738846, 2.092407, 0.801636, 0.660784, 3.381263 
09.00.38.466, IED_AF4, 4, 2.299698, 1.240026, 0.593647, 0.487274, 3.606491 
09.00.39.467, IED_AF3, 4, 13.396438, 3.014593, 4.593806, 1.410046, 24.221701 
09.00.39.467, IED_F7, 4, 3.926513, 1.219179, 0.381442, 0.778876, 41.659900 
09.00.39.468, IED_F3, 4, 2.324184, 0.487757, 0.295507, 0.232923, 3.786618 
09.00.39.468, IED_FC5, 4, 3.026906, 1.057651, 0.455532, 0.649400, 17.606146 
09.00.39.469, IED_T7, 4, 0.750083, 0.634188, 0.502693, 0.657051, 0.719604 
09.00.39.469, IED_P7, 4, 1.624577, 0.953537, 0.503398, 0.343695, 0.949477 
09.00.39.470, IED_Pz, 4, 2.541977, 1.135274, 0.723507, 0.439647, 1.485036 
09.00.39.470, IED_O1, 4, 2.541977, 1.135274, 0.723507, 0.439647, 1.485036 
09.00.39.470, IED_O2, 4, 2.338996, 5.337592, 1.669706, 3.708149, 1.522303 
09.00.39.472, IED_P8, 4, 4.984982, 2.909421, 1.200955, 2.362766, 1.377555 
09.00.39.472, IED_T8, 4, 7.174986, 1.219325, 0.919884, 1.262186, 1.429958 
09.00.39.473, IED_FC6, 4, 7.550811, 0.778132, 0.483830, 1.136412, 10.151184 
09.00.39.474, IED_F4, 4, 5.394274, 0.682212, 0.399785, 0.473838, 7.070050 
09.00.39.474, IED_F8, 4, 7.685623, 0.994025, 1.128396, 1.043433, 33.710208 
09.00.39.475, IED_AF4, 4, 6.865552, 1.058875, 0.570889, 0.543908, 28.511176 
09.00.40.475, IED_AF3, 4, 4.907207, 8.502906, 3.486562, 1.260462, 5.965960 
09.00.40.476, IED_F7, 4, 1.050853, 0.457577, 0.463090, 0.373748, 0.790647 
09.00.40.477, IED_F3, 4, 0.903727, 0.224142, 0.269035, 0.298087, 0.546569 
09.00.40.478, IED_FC5, 4, 1.539552, 0.448594, 0.962912, 0.645992, 0.933090 
09.00.40.478, IED_T7, 4, 0.381350, 0.309735, 0.328350, 0.656670, 1.088418 
09.00.40.479, IED_P7, 4, 0.199003, 0.199590, 0.373823, 0.337388, 0.820293 
09.00.40.479, IED_Pz, 4, 0.407933, 0.174493, 0.393430, 0.611824, 1.420313 
09.00.40.480, IED_O1, 4, 0.407933, 0.174493, 0.393430, 0.611824, 1.420313 
09.00.40.480, IED_O2, 4, 1.464900, 2.262318, 1.215693, 1.962768, 2.428497 
09.00.40.481, IED_P8, 4, 2.270244, 1.461128, 1.150216, 1.252438, 3.758444 
09.00.40.481, IED_T8, 4, 1.865019, 0.515453, 0.972965, 0.986529, 2.593257 
09.00.40.483, IED_FC6, 4, 2.465495, 0.449527, 0.719033, 0.836285, 1.367017 
09.00.40.483, IED_F4, 4, 2.090395, 0.568597, 0.472883, 0.418156, 1.219928 
09.00.40.483, IED_F8, 4, 2.638593, 0.789134, 1.470595, 1.214646, 3.182546 
09.00.40.483, IED_AF4, 4, 2.266103, 0.546232, 0.474124, 0.588639, 1.368761 
09.00.41.484, IED_AF3, 4, 2.029536, 5.222217, 3.030299, 0.844223, 5.847628 
09.00.41.484, IED_F7, 4, 0.870833, 0.687829, 0.294743, 0.318620, 1.442942 
09.00.41.485, IED_F3, 4, 0.564493, 0.300877, 0.149981, 0.202182, 0.672986 
09.00.41.485, IED_FC5, 4, 0.699575, 0.882642, 0.498709, 0.403034, 1.158063 
09.00.41.485, IED_T7, 4, 0.604622, 0.991954, 0.434198, 0.272551, 0.934467 
09.00.41.486, IED_P7, 4, 0.453572, 0.623311, 0.395450, 0.342319, 0.437907 
09.00.41.487, IED_Pz, 4, 0.641112, 0.648201, 0.454882, 0.317770, 0.810917 
09.00.41.487, IED_O1, 4, 0.641112, 0.648201, 0.454882, 0.317770, 0.810917 
09.00.41.489, IED_O2, 4, 3.010391, 2.749845, 2.569774, 2.571145, 0.742197 
09.00.41.489, IED_P8, 4, 2.702808, 1.672383, 1.226331, 0.771494, 1.333036 
09.00.41.490, IED_T8, 4, 1.693942, 1.024731, 0.758969, 0.527914, 1.191706 
09.00.41.490, IED_FC6, 4, 1.288682, 0.806702, 0.691963, 0.933579, 0.900308 
09.00.41.490, IED_F4, 4, 0.897274, 0.600015, 0.385677, 0.378571, 1.089590 
09.00.41.491, IED_F8, 4, 1.226569, 2.173246, 0.761973, 0.706435, 1.874340 
09.00.41.491, IED_AF4, 4, 1.000017, 0.819640, 0.595409, 0.350983, 2.169610 
09.00.42.493, IED_AF3, 4, 11.299218, 9.191350, 4.655572, 1.409306, 23.176096 
09.00.42.494, IED_F7, 4, 2.365250, 0.582993, 0.430341, 0.364963, 16.531217 
09.00.42.494, IED_F3, 4, 0.821569, 0.261385, 0.286835, 0.165647, 3.409724 
09.00.42.495, IED_FC5, 4, 1.014601, 0.343457, 0.712543, 0.469953, 6.780559 
09.00.42.495, IED_T7, 4, 0.224553, 0.357132, 0.362699, 0.533483, 0.958744 
09.00.42.496, IED_P7, 4, 0.577222, 0.125768, 0.394095, 0.271331, 0.793547 
09.00.42.496, IED_Pz, 4, 1.087050, 0.347465, 0.474322, 0.562671, 0.881285 
09.00.42.496, IED_O1, 4, 1.087050, 0.347465, 0.474322, 0.562671, 0.881285 
09.00.42.497, IED_O2, 4, 1.603247, 1.282254, 0.895257, 2.458592, 0.603361 
09.00.42.497, IED_P8, 4, 2.334674, 1.149656, 0.987053, 1.204343, 0.760821 
09.00.42.498, IED_T8, 4, 1.950185, 1.023703, 0.788497, 0.722317, 1.064109 
09.00.42.498, IED_FC6, 4, 1.970101, 0.877996, 0.687621, 0.714505, 6.381920 
09.00.42.499, IED_F4, 4, 1.822961, 0.542006, 0.475543, 0.319677, 7.354762 
09.00.42.499, IED_F8, 4, 3.373186, 1.357076, 0.851457, 0.548803, 21.455948 
09.00.42.499, IED_AF4, 4, 3.831592, 0.628198, 0.599406, 0.333366, 21.142251 
09.00.43.500, IED_AF3, 4, 15.436967, 5.540787, 2.801120, 1.148053, 11.977889 
09.00.43.500, IED_F7, 4, 2.558857, 0.694204, 0.575379, 0.574702, 28.903294 
09.00.43.501, IED_F3, 4, 0.746705, 0.514698, 0.224835, 0.219996, 3.149443 
09.00.43.502, IED_FC5, 4, 1.751341, 0.851460, 0.379749, 0.647705, 9.651801 
09.00.43.503, IED_T7, 4, 0.513000, 0.268742, 0.416542, 0.633511, 0.631563 
09.00.43.503, IED_P7, 4, 0.817196, 0.460379, 0.349459, 0.463612, 0.792152 
09.00.43.504, IED_Pz, 4, 1.752102, 0.655201, 0.388934, 0.539562, 1.182435 
09.00.43.505, IED_O1, 4, 1.752102, 0.655201, 0.388934, 0.539562, 1.182435 
09.00.43.506, IED_O2, 4, 1.935913, 4.711006, 1.750770, 3.143308, 2.431568 
09.00.43.506, IED_P8, 4, 1.353817, 2.509833, 1.588055, 1.597239, 1.368968 
09.00.43.507, IED_T8, 4, 1.441981, 1.731922, 1.327128, 1.291378, 0.953606 
09.00.43.508, IED_FC6, 4, 3.011172, 1.598904, 1.444815, 0.883944, 9.533797 
09.00.43.508, IED_F4, 4, 2.017954, 0.923539, 0.387923, 0.405649, 7.488954 
09.00.43.509, IED_F8, 4, 4.918144, 1.857686, 0.754717, 0.860074, 35.121518 
09.00.43.515, IED_AF4, 4, 3.470179, 0.976322, 0.596361, 0.497633, 33.056992 
09.00.44.516, IED_AF3, 4, 9.507071, 3.945210, 2.697347, 1.499165, 14.159073 
09.00.44.516, IED_F7, 4, 1.564617, 0.653965, 0.817261, 0.416700, 0.597580 
09.00.44.517, IED_F3, 4, 1.202671, 0.409392, 0.485942, 0.174599, 0.349496 
09.00.44.518, IED_FC5, 4, 1.724842, 0.588896, 1.324301, 0.570249, 0.841118 
09.00.44.518, IED_T7, 4, 0.636969, 0.172305, 0.352425, 0.529737, 0.462006 
09.00.44.518, IED_P7, 4, 0.884097, 0.207918, 0.230438, 0.493356, 0.246452 
09.00.44.518, IED_Pz, 4, 1.630590, 0.464569, 0.581951, 0.508329, 1.319562 
09.00.44.519, IED_O1, 4, 1.630590, 0.464569, 0.581951, 0.508329, 1.319562 
09.00.44.519, IED_O2, 4, 2.112928, 2.148218, 2.363285, 1.981265, 1.677818 
09.00.44.520, IED_P8, 4, 3.781720, 1.057380, 1.367565, 1.164196, 1.317960 
09.00.44.520, IED_T8, 4, 3.114779, 0.531089, 0.703538, 0.876460, 0.495510 
09.00.44.521, IED_FC6, 4, 4.127012, 0.663375, 1.106601, 1.018425, 0.648997 
09.00.44.521, IED_F4, 4, 3.263104, 0.724326, 0.934870, 0.399523, 0.524128 
09.00.44.521, IED_F8, 4, 4.165880, 0.984513, 0.825026, 0.698572, 1.577077 
09.00.44.522, IED_AF4, 4, 3.338881, 0.856458, 1.076129, 0.359882, 1.082959 
09.00.45.523, IED_AF3, 4, 9.312414, 10.046292, 3.508463, 1.717403, 11.910991 
09.00.45.523, IED_F7, 4, 0.831966, 0.787747, 1.049274, 0.279598, 1.293006 
09.00.45.524, IED_F3, 4, 0.266331, 0.331864, 0.412018, 0.178823, 0.763774 
09.00.45.524, IED_FC5, 4, 0.402342, 0.594747, 1.045178, 0.452992, 1.207085 
09.00.45.525, IED_T7, 4, 0.841243, 0.489998, 0.725830, 0.412254, 0.540303 
09.00.45.525, IED_P7, 4, 0.382452, 0.405058, 0.380533, 0.345171, 0.431867 
09.00.45.525, IED_Pz, 4, 0.421546, 0.776013, 0.470096, 0.398802, 0.651162 
09.00.45.526, IED_O1, 4, 0.421546, 0.776013, 0.470096, 0.398802, 0.651162 
09.00.45.526, IED_O2, 4, 0.982857, 3.016602, 1.385572, 2.304963, 0.867871 
09.00.45.527, IED_P8, 4, 0.988260, 2.317407, 0.967954, 1.188565, 0.950327 
09.00.45.528, IED_T8, 4, 1.086376, 2.067511, 1.406570, 0.644314, 0.570600 
09.00.45.528, IED_FC6, 4, 0.736301, 1.313565, 1.221808, 0.789346, 1.009558 
09.00.45.528, IED_F4, 4, 0.777605, 0.842140, 0.598947, 0.289115, 1.183791 
09.00.45.529, IED_F8, 4, 1.187417, 1.069946, 1.623193, 0.509009, 1.219552 
09.00.45.529, IED_AF4, 4, 0.719929, 0.978161, 1.058274, 0.291285, 2.139184 
09.00.46.530, IED_AF3, 4, 4.028082, 4.908732, 6.063887, 1.230495, 6.493703 
09.00.46.530, IED_F7, 4, 2.187379, 0.459957, 0.354900, 0.550307, 9.318227 
09.00.46.531, IED_F3, 4, 0.576343, 0.398870, 0.167019, 0.304618, 1.052580 
09.00.46.532, IED_FC5, 4, 1.186892, 0.646824, 0.267465, 0.651793, 4.372027 
09.00.46.532, IED_T7, 4, 0.761554, 0.546128, 0.742770, 0.435573, 0.953818 
09.00.46.533, IED_P7, 4, 0.478670, 0.611072, 0.591153, 0.389065, 0.614029 
09.00.46.533, IED_Pz, 4, 1.174746, 0.707975, 0.512423, 0.507283, 0.784991 
09.00.46.534, IED_O1, 4, 1.174746, 0.707975, 0.512423, 0.507283, 0.784991 
09.00.46.534, IED_O2, 4, 1.537719, 4.160968, 0.941298, 2.328676, 1.786974 
09.00.46.535, IED_P8, 4, 1.640907, 3.255480, 0.843287, 1.407107, 1.686592 
09.00.46.535, IED_T8, 4, 1.479931, 1.753992, 0.849036, 1.109782, 1.710904 
09.00.46.536, IED_FC6, 4, 1.701264, 1.488138, 0.718675, 0.856743, 2.892559 
09.00.46.536, IED_F4, 4, 0.898331, 0.624962, 0.375094, 0.592169, 2.242684 
09.00.46.537, IED_F8, 4, 2.900610, 0.999233, 0.665354, 0.816759, 10.896473 
09.00.46.537, IED_AF4, 4, 2.357085, 1.183739, 0.681820, 0.499005, 9.018615 
09.00.47.538, IED_AF3, 4, 7.487231, 6.599934, 6.428279, 2.143004, 17.594855 
09.00.47.538, IED_F7, 4, 0.247053, 0.445256, 0.436090, 0.593846, 1.511657 
09.00.47.539, IED_F3, 4, 0.294637, 0.389848, 0.171335, 0.161206, 0.957663 
09.00.47.540, IED_FC5, 4, 0.448676, 0.796815, 0.533677, 0.571410, 1.364306 
09.00.47.541, IED_T7, 4, 0.350732, 0.374265, 0.362631, 0.462621, 0.615714 
09.00.47.541, IED_P7, 4, 0.460995, 0.517622, 0.303905, 0.452323, 0.484816 
09.00.47.542, IED_Pz, 4, 0.933603, 0.720828, 0.238399, 0.507146, 0.616286 
09.00.47.543, IED_O1, 4, 0.933603, 0.720828, 0.238399, 0.507146, 0.616286 
09.00.47.543, IED_O2, 4, 1.038557, 2.309489, 1.181253, 1.785739, 0.477824 
09.00.47.544, IED_P8, 4, 1.053825, 2.097811, 0.595581, 1.217022, 1.128957 
09.00.47.545, IED_T8, 4, 0.440634, 1.550296, 0.786724, 0.777449, 0.574423 
09.00.47.545, IED_FC6, 4, 0.542071, 0.642022, 0.871230, 0.979754, 1.145337 
09.00.47.546, IED_F4, 4, 0.645209, 0.466574, 0.392727, 0.425276, 1.632533 
09.00.47.547, IED_F8, 4, 0.561276, 0.782803, 0.695557, 0.612980, 0.988808 
09.00.47.547, IED_AF4, 4, 0.491571, 0.556464, 0.514645, 0.400715, 1.980963 
09.00.48.549, IED_AF3, 4, 10.405689, 17.604167, 8.056324, 2.944785, 6.423341 
09.00.48.550, IED_F7, 4, 0.961500, 0.265419, 0.635498, 0.338987, 1.659131 
09.00.48.550, IED_F3, 4, 1.008835, 0.150475, 0.319809, 0.146988, 1.137165 
09.00.48.551, IED_FC5, 4, 1.363788, 0.432457, 0.775450, 0.385734, 1.504405 
09.00.48.552, IED_T7, 4, 0.483841, 0.316200, 0.553142, 0.308760, 0.745858 
09.00.48.553, IED_P7, 4, 0.447067, 0.616346, 0.527136, 0.550049, 0.449152 
09.00.48.553, IED_Pz, 4, 0.270201, 0.649493, 0.663663, 0.754034, 0.312712 
09.00.48.554, IED_O1, 4, 0.270201, 0.649493, 0.663663, 0.754034, 0.312712 
09.00.48.554, IED_O2, 4, 1.662952, 2.293895, 1.312116, 2.617898, 1.131401 
09.00.48.555, IED_P8, 4, 1.327752, 0.807109, 0.698916, 1.330604, 1.031063 
09.00.48.555, IED_T8, 4, 0.945486, 1.113779, 0.677989, 0.683257, 1.398771 
09.00.48.556, IED_FC6, 4, 1.794414, 0.867070, 0.946139, 1.121576, 2.581265 
09.00.48.556, IED_F4, 4, 1.657495, 0.518848, 0.529153, 0.324293, 2.933537 
09.00.48.557, IED_F8, 4, 2.206387, 1.443269, 1.191373, 0.795902, 5.323783 
09.00.48.557, IED_AF4, 4, 1.706193, 0.212401, 0.481574, 0.341148, 2.495129 
09.00.49.557, IED_AF3, 4, 17.363539, 5.900811, 6.227509, 1.466293, 21.021112 
09.00.49.557, IED_F7, 4, 6.347278, 0.507328, 0.312831, 0.373712, 32.570770 
09.00.49.558, IED_F3, 4, 1.076155, 0.293783, 0.200483, 0.186881, 3.370215 
09.00.49.558, IED_FC5, 4, 3.083560, 0.366558, 0.403122, 0.515044, 12.439601 
09.00.49.559, IED_T7, 4, 0.489244, 0.127461, 0.567087, 0.353571, 0.847488 
09.00.49.560, IED_P7, 4, 0.619889, 0.479323, 0.488439, 0.376576, 0.746952 
09.00.49.560, IED_Pz, 4, 0.540119, 0.548590, 0.386797, 0.374807, 0.728458 
09.00.49.561, IED_O1, 4, 0.540119, 0.548590, 0.386797, 0.374807, 0.728458 
09.00.49.561, IED_O2, 4, 1.720208, 2.179075, 1.215328, 2.212160, 1.397650 
09.00.49.562, IED_P8, 4, 0.787325, 1.100897, 0.671620, 0.973082, 1.829687 
09.00.49.562, IED_T8, 4, 0.744079, 1.339851, 0.936931, 0.877273, 1.025635 
09.00.49.562, IED_FC6, 4, 2.499166, 1.307636, 0.725050, 0.888478, 8.277635 
09.00.49.563, IED_F4, 4, 1.841376, 0.537572, 0.350498, 0.434797, 4.761903 
09.00.49.563, IED_F8, 4, 8.376727, 1.869424, 0.737395, 0.828280, 29.919408 
09.00.49.564, IED_AF4, 4, 5.363952, 0.964058, 0.406576, 0.412766, 29.810842 
09.00.50.564, IED_AF3, 4, 6.966219, 7.047575, 6.556426, 1.421030, 12.146597 
09.00.50.564, IED_F7, 4, 2.547639, 0.730064, 0.412552, 0.248910, 2.663813 
09.00.50.565, IED_F3, 4, 1.032306, 0.309652, 0.189145, 0.086542, 1.296316 
09.00.50.565, IED_FC5, 4, 3.408590, 0.605657, 0.391848, 0.317440, 2.448231 
09.00.50.566, IED_T7, 4, 0.598681, 0.161833, 0.361665, 0.245790, 0.458144 
09.00.50.566, IED_P7, 4, 0.743928, 0.238386, 0.227625, 0.351427, 0.695702 
09.00.50.566, IED_Pz, 4, 1.305917, 0.557173, 0.515492, 0.714147, 0.631328 
09.00.50.567, IED_O1, 4, 1.305917, 0.557173, 0.515492, 0.714147, 0.631328 
09.00.50.567, IED_O2, 4, 5.564365, 4.188200, 4.966770, 5.524257, 0.272584 
09.00.50.568, IED_P8, 4, 2.424646, 2.174749, 1.648295, 1.888233, 0.294192 
09.00.50.569, IED_T8, 4, 1.401036, 2.008214, 0.830961, 0.780439, 0.133731 
09.00.50.570, IED_FC6, 4, 1.652800, 1.020669, 0.508875, 0.427132, 1.795868 
09.00.50.571, IED_F4, 4, 1.868447, 0.710603, 0.281672, 0.291627, 2.178856 
09.00.50.571, IED_F8, 4, 21.347967, 14.599567, 4.998056, 1.040808, 11.317693 
09.00.50.572, IED_AF4, 4, 4.780008, 0.846157, 0.433870, 0.324364, 9.555924 
09.00.51.573, IED_AF3, 4, 4.082077, 8.194425, 7.739986, 1.050573, 13.719825 
09.00.51.573, IED_F7, 4, 5.083445, 3.394415, 0.637058, 0.432360, 38.507481 
09.00.51.575, IED_F3, 4, 0.665867, 0.525217, 0.301524, 0.208312, 3.604313 
09.00.51.575, IED_FC5, 4, 1.777543, 2.021029, 0.614306, 0.568474, 15.667140 
09.00.51.575, IED_T7, 4, 0.562374, 0.770799, 0.409020, 0.536931, 1.786297 
09.00.51.576, IED_P7, 4, 0.453199, 0.571645, 0.331045, 0.456465, 1.970418 
09.00.51.576, IED_Pz, 4, 0.991171, 0.491578, 0.403585, 0.564607, 2.036080 
09.00.51.578, IED_O1, 4, 0.991171, 0.491578, 0.403585, 0.564607, 2.036080 
09.00.51.578, IED_O2, 4, 1.375681, 1.061419, 0.965151, 3.062128, 3.594268 
09.00.51.578, IED_P8, 4, 1.372370, 0.727519, 0.599586, 1.752491, 3.959887 
09.00.51.578, IED_T8, 4, 1.616115, 1.204536, 0.443397, 0.576462, 2.738200 
09.00.51.579, IED_FC6, 4, 1.853133, 1.758843, 0.884753, 0.849598, 12.045751 
09.00.51.579, IED_F4, 4, 1.839418, 1.503741, 0.673889, 0.444717, 8.908527 
09.00.51.579, IED_F8, 4, 20.421254, 12.409165, 4.415715, 0.948788, 86.374130 
09.00.51.580, IED_AF4, 4, 3.085429, 3.114413, 0.823321, 0.451307, 46.283848 
09.00.52.581, IED_AF3, 4, 10.276991, 11.349405, 3.910095, 1.549213, 18.441277 
09.00.52.581, IED_F7, 4, 1.166083, 0.834167, 0.540928, 0.548626, 1.231959 
09.00.52.582, IED_F3, 4, 0.736732, 0.465632, 0.186657, 0.217165, 0.573161 
09.00.52.583, IED_FC5, 4, 1.290355, 0.763232, 0.504250, 0.486132, 0.732836 
09.00.52.584, IED_T7, 4, 1.317233, 0.478256, 0.664835, 0.410491, 1.771783 
09.00.52.585, IED_P7, 4, 1.779738, 0.692087, 0.331433, 0.258998, 1.936255 
09.00.52.585, IED_Pz, 4, 1.508280, 1.058188, 0.371328, 0.489406, 1.566359 
09.00.52.586, IED_O1, 4, 1.508280, 1.058188, 0.371328, 0.489406, 1.566359 
09.00.52.587, IED_O2, 4, 3.816770, 0.503899, 1.381889, 2.354390, 1.175211 
09.00.52.587, IED_P8, 4, 3.934896, 0.324595, 0.807769, 1.112354, 1.373986 
09.00.52.588, IED_T8, 4, 2.367117, 1.042085, 0.620445, 0.972824, 0.977038 
09.00.52.589, IED_FC6, 4, 2.220391, 0.587638, 0.559793, 0.840118, 1.401610 
09.00.52.589, IED_F4, 4, 2.428385, 0.952244, 0.512714, 0.340241, 1.524907 
09.00.52.590, IED_F8, 4, 4.289177, 2.232833, 1.169819, 0.626892, 6.263674 
09.00.52.591, IED_AF4, 4, 2.462629, 0.915195, 0.559515, 0.432227, 1.671934 
